FEN:ID,:LABEL,Parameter Name,Data Type
org.apache.commons.collections4.bloomfilter.BloomFilterExtractor.processBloomFilters(Predicate).bloomFilterPredicate,Parameter_1,bloomFilterPredicate,java.util.function.Predicate
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.add(CellExtractor).other,Parameter_1,other,org.apache.commons.collections4.bloomfilter.CellExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.getMaxInsert(BitMapExtractor).bitMapExtractor,Parameter_1,bitMapExtractor,org.apache.commons.collections4.bloomfilter.BitMapExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.getMaxInsert(BloomFilter).bloomFilter,Parameter_1,bloomFilter,org.apache.commons.collections4.bloomfilter.BloomFilter
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.getMaxInsert(CellExtractor).cellExtractor,Parameter_1,cellExtractor,org.apache.commons.collections4.bloomfilter.CellExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.getMaxInsert(Hasher).hasher,Parameter_1,hasher,org.apache.commons.collections4.bloomfilter.Hasher
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.getMaxInsert(IndexExtractor).indexExtractor,Parameter_1,indexExtractor,org.apache.commons.collections4.bloomfilter.IndexExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge(BitMapExtractor).bitMapExtractor,Parameter_1,bitMapExtractor,org.apache.commons.collections4.bloomfilter.BitMapExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge(BloomFilter).other,Parameter_1,other,org.apache.commons.collections4.bloomfilter.BloomFilter
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge(Hasher).hasher,Parameter_1,hasher,org.apache.commons.collections4.bloomfilter.Hasher
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge(IndexExtractor).indexExtractor,Parameter_1,indexExtractor,org.apache.commons.collections4.bloomfilter.IndexExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove(BitMapExtractor).bitMapExtractor,Parameter_1,bitMapExtractor,org.apache.commons.collections4.bloomfilter.BitMapExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove(BloomFilter).other,Parameter_1,other,org.apache.commons.collections4.bloomfilter.BloomFilter
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove(Hasher).hasher,Parameter_1,hasher,org.apache.commons.collections4.bloomfilter.Hasher
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove(IndexExtractor).indexExtractor,Parameter_1,indexExtractor,org.apache.commons.collections4.bloomfilter.IndexExtractor
org.apache.commons.collections4.bloomfilter.CountingBloomFilter.subtract(CellExtractor).other,Parameter_1,other,org.apache.commons.collections4.bloomfilter.CellExtractor
"org.apache.commons.collections4.bloomfilter.BitMaps.contains(long[],int).bitMaps",Parameter_1,bitMaps,long[]
"org.apache.commons.collections4.bloomfilter.BitMaps.contains(long[],int).bitIndex",Parameter_2,bitIndex,int
org.apache.commons.collections4.bloomfilter.BitMaps.getLongBit(int).bitIndex,Parameter_1,bitIndex,int
org.apache.commons.collections4.bloomfilter.BitMaps.getLongIndex(int).bitIndex,Parameter_1,bitIndex,int
"org.apache.commons.collections4.bloomfilter.BitMaps.mod(long,int).dividend",Parameter_1,dividend,long
"org.apache.commons.collections4.bloomfilter.BitMaps.mod(long,int).divisor",Parameter_2,divisor,int
org.apache.commons.collections4.bloomfilter.BitMaps.newBitMap(int).numberOfBits,Parameter_1,numberOfBits,int
org.apache.commons.collections4.bloomfilter.BitMaps.newBitMap(Shape).shape,Parameter_1,shape,org.apache.commons.collections4.bloomfilter.Shape
org.apache.commons.collections4.bloomfilter.BitMaps.numberOfBitMaps(int).numberOfBits,Parameter_1,numberOfBits,int
org.apache.commons.collections4.bloomfilter.BitMaps.numberOfBitMaps(Shape).shape,Parameter_1,shape,org.apache.commons.collections4.bloomfilter.Shape
"org.apache.commons.collections4.bloomfilter.BitMaps.set(long[],int).bitMaps",Parameter_1,bitMaps,long[]
"org.apache.commons.collections4.bloomfilter.BitMaps.set(long[],int).bitIndex",Parameter_2,bitIndex,int
org.apache.commons.collections4.bloomfilter.CountingLongPredicate.test(long).other,Parameter_1,other,long
"org.apache.commons.collections4.bloomfilter.CountingLongPredicate.<init>(long[],LongBiPredicate).ary",Parameter_1,ary,long[]
"org.apache.commons.collections4.bloomfilter.CountingLongPredicate.<init>(long[],LongBiPredicate).func",Parameter_2,func,org.apache.commons.collections4.bloomfilter.LongBiPredicate
