FEN,Type,class,sub_signature,cfg_dot
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.createChild(JXPathContext,QName,int)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.JXPathContext","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.createChild(JXPathContext,QName,int)","Parameter_2","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.ri.QName","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.createChild(JXPathContext,QName,int)","Parameter_3","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","int","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equalStrings(String,String)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","boolean equalStrings(java.lang.String,java.lang.String)","digraph cfg_equalStrings {
	""1"" [label=""$stack2 = virtualinvoke s1.<java.lang.String: boolean equals(java.lang.Object)>(s2)""];
	""2"" [label=""goto""];
	""3"" [label=""goto""];
	""4"" [label=""if s1 != null""];
	""5"" [label=""if s1 != s2""];
	""6"" [label=""if s2 != null""];
	""7"" [label=""return $stack2""];
	""8"" [label=""return 1""];
	""9"" [label=""s1 := @parameter0: java.lang.String""];
	""10"" [label=""s1 = \""\""""];
	""11"" [label=""s1 = virtualinvoke s1.<java.lang.String: java.lang.String trim()>()""];
	""12"" [label=""s2 := @parameter1: java.lang.String""];
	""13"" [label=""s2 = \""\""""];
	""14"" [label=""s2 = virtualinvoke s2.<java.lang.String: java.lang.String trim()>()""];
	""1"" -> ""7""[label=""cfg_next""];
	""10"" -> ""2""[label=""cfg_next""];
	""11"" -> ""6""[label=""cfg_next""];
	""12"" -> ""5""[label=""cfg_next""];
	""13"" -> ""3""[label=""cfg_next""];
	""14"" -> ""1""[label=""cfg_next""];
	""2"" -> ""6""[label=""cfg_goto""];
	""3"" -> ""1""[label=""cfg_goto""];
	""4"" -> ""10""[label=""cfg_false""];
	""4"" -> ""11""[label=""cfg_true""];
	""5"" -> ""4""[label=""cfg_true""];
	""5"" -> ""8""[label=""cfg_false""];
	""6"" -> ""13""[label=""cfg_false""];
	""6"" -> ""14""[label=""cfg_true""];
	""9"" -> ""12""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equalStrings(String,String)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.String","Parameter does not obtain cfg"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equalStrings(String,String)","Parameter_2","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.String","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getLocalName(Object)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.String getLocalName(java.lang.Object)","digraph cfg_getLocalName {
	""1"" [label=""$stack1 = node instanceof org.jdom.Element""];
	""2"" [label=""$stack2 = node instanceof org.jdom.Attribute""];
	""3"" [label=""$stack3 = (org.jdom.Attribute) node""];
	""4"" [label=""$stack4 = virtualinvoke $stack3.<org.jdom.Attribute: java.lang.String getName()>()""];
	""5"" [label=""$stack5 = (org.jdom.Element) node""];
	""6"" [label=""$stack6 = virtualinvoke $stack5.<org.jdom.Element: java.lang.String getName()>()""];
	""7"" [label=""if $stack1 == 0""];
	""8"" [label=""if $stack2 == 0""];
	""9"" [label=""node := @parameter0: java.lang.Object""];
	""10"" [label=""return $stack4""];
	""11"" [label=""return $stack6""];
	""12"" [label=""return null""];
	""1"" -> ""7""[label=""cfg_next""];
	""2"" -> ""8""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""10""[label=""cfg_next""];
	""5"" -> ""6""[label=""cfg_next""];
	""6"" -> ""11""[label=""cfg_next""];
	""7"" -> ""2""[label=""cfg_true""];
	""7"" -> ""5""[label=""cfg_false""];
	""8"" -> ""12""[label=""cfg_true""];
	""8"" -> ""3""[label=""cfg_false""];
	""9"" -> ""1""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getLocalName(Object)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getNamespaceURI(Object)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.String getNamespaceURI(java.lang.Object)","digraph cfg_getNamespaceURI {
	""1"" [label=""$stack3 = node instanceof org.jdom.Element""];
	""2"" [label=""$stack4 = \""\""""];
	""3"" [label=""$stack5 = virtualinvoke $stack4.<java.lang.String: boolean equals(java.lang.Object)>(ns)""];
	""4"" [label=""element = (org.jdom.Element) node""];
	""5"" [label=""if $stack3 == 0""];
	""6"" [label=""if $stack5 == 0""];
	""7"" [label=""node := @parameter0: java.lang.Object""];
	""8"" [label=""ns = null""];
	""9"" [label=""ns = virtualinvoke element.<org.jdom.Element: java.lang.String getNamespaceURI()>()""];
	""10"" [label=""return ns""];
	""11"" [label=""return null""];
	""1"" -> ""5""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""6""[label=""cfg_next""];
	""4"" -> ""9""[label=""cfg_next""];
	""5"" -> ""11""[label=""cfg_true""];
	""5"" -> ""4""[label=""cfg_false""];
	""6"" -> ""10""[label=""cfg_true""];
	""6"" -> ""8""[label=""cfg_false""];
	""7"" -> ""1""[label=""cfg_next""];
	""8"" -> ""10""[label=""cfg_next""];
	""9"" -> ""2""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getNamespaceURI(Object)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getNamespaceResolver()","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.ri.NamespaceResolver getNamespaceResolver()","digraph cfg_getNamespaceResolver {
	""1"" [label=""$stack1 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver>""];
	""2"" [label=""$stack2 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver>""];
	""3"" [label=""$stack3 = specialinvoke this.<org.apache.commons.jxpath.ri.model.NodePointer: org.apache.commons.jxpath.ri.NamespaceResolver getNamespaceResolver()>()""];
	""4"" [label=""$stack4 = new org.apache.commons.jxpath.ri.NamespaceResolver""];
	""5"" [label=""$stack5 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver>""];
	""6"" [label=""if $stack1 != null""];
	""7"" [label=""return $stack2""];
	""8"" [label=""specialinvoke $stack4.<org.apache.commons.jxpath.ri.NamespaceResolver: void <init>(org.apache.commons.jxpath.ri.NamespaceResolver)>($stack3)""];
	""9"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""10"" [label=""this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: org.apache.commons.jxpath.ri.NamespaceResolver localNamespaceResolver> = $stack4""];
	""11"" [label=""virtualinvoke $stack5.<org.apache.commons.jxpath.ri.NamespaceResolver: void setNamespaceContextPointer(org.apache.commons.jxpath.ri.model.NodePointer)>(this)""];
	""1"" -> ""6""[label=""cfg_next""];
	""10"" -> ""5""[label=""cfg_next""];
	""11"" -> ""2""[label=""cfg_next""];
	""2"" -> ""7""[label=""cfg_next""];
	""3"" -> ""8""[label=""cfg_next""];
	""4"" -> ""3""[label=""cfg_next""];
	""5"" -> ""11""[label=""cfg_next""];
	""6"" -> ""2""[label=""cfg_true""];
	""6"" -> ""4""[label=""cfg_false""];
	""8"" -> ""10""[label=""cfg_next""];
	""9"" -> ""1""[label=""cfg_next""];
}
"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getRelativePositionByQName()","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","int getRelativePositionByQName()","digraph cfg_getRelativePositionByQName {
	""1"" [label=""$stack10 = parent instanceof org.jdom.Element""];
	""2"" [label=""$stack11 = (org.jdom.Element) parent""];
	""3"" [label=""$stack12 = interfaceinvoke l4.<java.util.Iterator: boolean hasNext()>()""];
	""4"" [label=""$stack13 = child instanceof org.jdom.Element""];
	""5"" [label=""$stack14 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""6"" [label=""$stack15 = (org.jdom.Element) child""];
	""7"" [label=""$stack16 = specialinvoke this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: boolean matchesQName(org.jdom.Element)>($stack15)""];
	""8"" [label=""$stack6 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""9"" [label=""$stack7 = $stack6 instanceof org.jdom.Element""];
	""10"" [label=""$stack8 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""11"" [label=""$stack9 = (org.jdom.Element) $stack8""];
	""12"" [label=""child = interfaceinvoke l4.<java.util.Iterator: java.lang.Object next()>()""];
	""13"" [label=""children = virtualinvoke $stack11.<org.jdom.Element: java.util.List getContent()>()""];
	""14"" [label=""count = 0""];
	""15"" [label=""count = count + 1""];
	""16"" [label=""goto""];
	""17"" [label=""goto""];
	""18"" [label=""if $stack10 != 0""];
	""19"" [label=""if $stack12 == 0""];
	""20"" [label=""if $stack13 == 0""];
	""21"" [label=""if $stack16 == 0""];
	""22"" [label=""if $stack7 == 0""];
	""23"" [label=""if child != $stack14""];
	""24"" [label=""l4 = interfaceinvoke children.<java.util.List: java.util.Iterator iterator()>()""];
	""25"" [label=""parent = virtualinvoke $stack9.<org.jdom.Element: org.jdom.Parent getParent()>()""];
	""26"" [label=""return 1""];
	""27"" [label=""return 1""];
	""28"" [label=""return count""];
	""29"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""1"" -> ""18""[label=""cfg_next""];
	""10"" -> ""11""[label=""cfg_next""];
	""11"" -> ""25""[label=""cfg_next""];
	""12"" -> ""4""[label=""cfg_next""];
	""13"" -> ""14""[label=""cfg_next""];
	""14"" -> ""24""[label=""cfg_next""];
	""15"" -> ""5""[label=""cfg_next""];
	""16"" -> ""28""[label=""cfg_goto""];
	""17"" -> ""3""[label=""cfg_goto""];
	""18"" -> ""2""[label=""cfg_true""];
	""18"" -> ""27""[label=""cfg_false""];
	""19"" -> ""12""[label=""cfg_false""];
	""19"" -> ""28""[label=""cfg_true""];
	""2"" -> ""13""[label=""cfg_next""];
	""20"" -> ""5""[label=""cfg_true""];
	""20"" -> ""6""[label=""cfg_false""];
	""21"" -> ""15""[label=""cfg_false""];
	""21"" -> ""5""[label=""cfg_true""];
	""22"" -> ""10""[label=""cfg_false""];
	""22"" -> ""26""[label=""cfg_true""];
	""23"" -> ""16""[label=""cfg_false""];
	""23"" -> ""17""[label=""cfg_true""];
	""24"" -> ""3""[label=""cfg_next""];
	""25"" -> ""1""[label=""cfg_next""];
	""29"" -> ""8""[label=""cfg_next""];
	""3"" -> ""19""[label=""cfg_next""];
	""4"" -> ""20""[label=""cfg_next""];
	""5"" -> ""23""[label=""cfg_next""];
	""6"" -> ""7""[label=""cfg_next""];
	""7"" -> ""21""[label=""cfg_next""];
	""8"" -> ""9""[label=""cfg_next""];
	""9"" -> ""22""[label=""cfg_next""];
}
"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.attributeIterator(QName)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.ri.model.NodeIterator attributeIterator(org.apache.commons.jxpath.ri.QName)","digraph cfg_attributeIterator {
	""1"" [label=""$stack2 = new org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator""];
	""2"" [label=""name := @parameter0: org.apache.commons.jxpath.ri.QName""];
	""3"" [label=""return $stack2""];
	""4"" [label=""specialinvoke $stack2.<org.apache.commons.jxpath.ri.model.jdom.JDOMAttributeIterator: void <init>(org.apache.commons.jxpath.ri.model.NodePointer,org.apache.commons.jxpath.ri.QName)>(this, name)""];
	""5"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""1"" -> ""4""[label=""cfg_next""];
	""2"" -> ""1""[label=""cfg_next""];
	""4"" -> ""3""[label=""cfg_next""];
	""5"" -> ""2""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.attributeIterator(QName)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.ri.QName","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getPrefix(Object)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.String getPrefix(java.lang.Object)","digraph cfg_getPrefix {
	""1"" [label=""$stack2 = node instanceof org.jdom.Element""];
	""2"" [label=""$stack3 = node instanceof org.jdom.Attribute""];
	""3"" [label=""$stack4 = (org.jdom.Attribute) node""];
	""4"" [label=""$stack5 = virtualinvoke prefix.<java.lang.String: boolean isEmpty()>()""];
	""5"" [label=""$stack6 = null""];
	""6"" [label=""$stack6 = prefix""];
	""7"" [label=""$stack7 = (org.jdom.Element) node""];
	""8"" [label=""$stack8 = virtualinvoke prefix.<java.lang.String: boolean isEmpty()>()""];
	""9"" [label=""$stack9 = null""];
	""10"" [label=""$stack9 = prefix""];
	""11"" [label=""goto""];
	""12"" [label=""goto""];
	""13"" [label=""if $stack2 == 0""];
	""14"" [label=""if $stack3 == 0""];
	""15"" [label=""if $stack5 == 0""];
	""16"" [label=""if $stack8 == 0""];
	""17"" [label=""if prefix == null""];
	""18"" [label=""if prefix == null""];
	""19"" [label=""node := @parameter0: java.lang.Object""];
	""20"" [label=""prefix = virtualinvoke $stack4.<org.jdom.Attribute: java.lang.String getNamespacePrefix()>()""];
	""21"" [label=""prefix = virtualinvoke $stack7.<org.jdom.Element: java.lang.String getNamespacePrefix()>()""];
	""22"" [label=""return $stack6""];
	""23"" [label=""return $stack9""];
	""24"" [label=""return null""];
	""1"" -> ""13""[label=""cfg_next""];
	""10"" -> ""23""[label=""cfg_next""];
	""11"" -> ""23""[label=""cfg_goto""];
	""12"" -> ""22""[label=""cfg_goto""];
	""13"" -> ""2""[label=""cfg_true""];
	""13"" -> ""7""[label=""cfg_false""];
	""14"" -> ""24""[label=""cfg_true""];
	""14"" -> ""3""[label=""cfg_false""];
	""15"" -> ""5""[label=""cfg_false""];
	""15"" -> ""6""[label=""cfg_true""];
	""16"" -> ""10""[label=""cfg_true""];
	""16"" -> ""9""[label=""cfg_false""];
	""17"" -> ""8""[label=""cfg_false""];
	""17"" -> ""9""[label=""cfg_true""];
	""18"" -> ""4""[label=""cfg_false""];
	""18"" -> ""5""[label=""cfg_true""];
	""19"" -> ""1""[label=""cfg_next""];
	""2"" -> ""14""[label=""cfg_next""];
	""20"" -> ""18""[label=""cfg_next""];
	""21"" -> ""17""[label=""cfg_next""];
	""3"" -> ""20""[label=""cfg_next""];
	""4"" -> ""15""[label=""cfg_next""];
	""5"" -> ""12""[label=""cfg_next""];
	""6"" -> ""22""[label=""cfg_next""];
	""7"" -> ""21""[label=""cfg_next""];
	""8"" -> ""16""[label=""cfg_next""];
	""9"" -> ""11""[label=""cfg_next""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getPrefix(Object)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.isLeaf()","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","boolean isLeaf()","digraph cfg_isLeaf {
	""1"" [label=""$stack1 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""2"" [label=""$stack10 = (org.jdom.Element) $stack9""];
	""3"" [label=""$stack11 = virtualinvoke $stack10.<org.jdom.Element: java.util.List getContent()>()""];
	""4"" [label=""$stack12 = interfaceinvoke $stack11.<java.util.List: boolean isEmpty()>()""];
	""5"" [label=""$stack2 = $stack1 instanceof org.jdom.Element""];
	""6"" [label=""$stack3 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""7"" [label=""$stack4 = $stack3 instanceof org.jdom.Document""];
	""8"" [label=""$stack5 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""9"" [label=""$stack6 = (org.jdom.Document) $stack5""];
	""10"" [label=""$stack7 = virtualinvoke $stack6.<org.jdom.Document: java.util.List getContent()>()""];
	""11"" [label=""$stack8 = interfaceinvoke $stack7.<java.util.List: boolean isEmpty()>()""];
	""12"" [label=""$stack9 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""13"" [label=""if $stack2 == 0""];
	""14"" [label=""if $stack4 == 0""];
	""15"" [label=""return $stack12""];
	""16"" [label=""return $stack8""];
	""17"" [label=""return 1""];
	""18"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""1"" -> ""5""[label=""cfg_next""];
	""10"" -> ""11""[label=""cfg_next""];
	""11"" -> ""16""[label=""cfg_next""];
	""12"" -> ""2""[label=""cfg_next""];
	""13"" -> ""12""[label=""cfg_false""];
	""13"" -> ""6""[label=""cfg_true""];
	""14"" -> ""17""[label=""cfg_true""];
	""14"" -> ""8""[label=""cfg_false""];
	""18"" -> ""1""[label=""cfg_next""];
	""2"" -> ""3""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""15""[label=""cfg_next""];
	""5"" -> ""13""[label=""cfg_next""];
	""6"" -> ""7""[label=""cfg_next""];
	""7"" -> ""14""[label=""cfg_next""];
	""8"" -> ""9""[label=""cfg_next""];
	""9"" -> ""10""[label=""cfg_next""];
}
"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equals(Object)","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","boolean equals(java.lang.Object)","digraph cfg_equals {
	""1"" [label=""$stack3 = object instanceof org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""2"" [label=""$stack4 = other.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""3"" [label=""$stack5 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""4"" [label=""$stack6 = 0""];
	""5"" [label=""$stack6 = 1""];
	""6"" [label=""goto""];
	""7"" [label=""if $stack3 != 0""];
	""8"" [label=""if $stack5 != $stack4""];
	""9"" [label=""if object != this""];
	""10"" [label=""object := @parameter0: java.lang.Object""];
	""11"" [label=""other = (org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer) object""];
	""12"" [label=""return $stack6""];
	""13"" [label=""return 0""];
	""14"" [label=""return 1""];
	""15"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""1"" -> ""7""[label=""cfg_next""];
	""10"" -> ""9""[label=""cfg_next""];
	""11"" -> ""3""[label=""cfg_next""];
	""15"" -> ""10""[label=""cfg_next""];
	""2"" -> ""8""[label=""cfg_next""];
	""3"" -> ""2""[label=""cfg_next""];
	""4"" -> ""12""[label=""cfg_next""];
	""5"" -> ""6""[label=""cfg_next""];
	""6"" -> ""12""[label=""cfg_goto""];
	""7"" -> ""11""[label=""cfg_true""];
	""7"" -> ""13""[label=""cfg_false""];
	""8"" -> ""4""[label=""cfg_true""];
	""8"" -> ""5""[label=""cfg_false""];
	""9"" -> ""1""[label=""cfg_true""];
	""9"" -> ""14""[label=""cfg_false""];
}
"
"Belong to org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.equals(Object)","Parameter_1","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","java.lang.Object","Parameter does not obtain cfg"
"org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer.getName()","Method","org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer","org.apache.commons.jxpath.ri.QName getName()","digraph cfg_getName {
	""1"" [label=""$stack10 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""2"" [label=""$stack11 = (org.jdom.Element) $stack10""];
	""3"" [label=""$stack12 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""4"" [label=""$stack13 = (org.jdom.Element) $stack12""];
	""5"" [label=""$stack14 = virtualinvoke ns.<java.lang.String: boolean isEmpty()>()""];
	""6"" [label=""$stack3 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""7"" [label=""$stack4 = $stack3 instanceof org.jdom.Element""];
	""8"" [label=""$stack5 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""9"" [label=""$stack6 = $stack5 instanceof org.jdom.ProcessingInstruction""];
	""10"" [label=""$stack7 = new org.apache.commons.jxpath.ri.QName""];
	""11"" [label=""$stack8 = this.<org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer: java.lang.Object node>""];
	""12"" [label=""$stack9 = (org.jdom.ProcessingInstruction) $stack8""];
	""13"" [label=""goto""];
	""14"" [label=""if $stack14 == 0""];
	""15"" [label=""if $stack4 == 0""];
	""16"" [label=""if $stack6 == 0""];
	""17"" [label=""if ns == null""];
	""18"" [label=""ln = null""];
	""19"" [label=""ln = virtualinvoke $stack13.<org.jdom.Element: java.lang.String getName()>()""];
	""20"" [label=""ln = virtualinvoke $stack9.<org.jdom.ProcessingInstruction: java.lang.String getTarget()>()""];
	""21"" [label=""ns = null""];
	""22"" [label=""ns = null""];
	""23"" [label=""ns = virtualinvoke $stack11.<org.jdom.Element: java.lang.String getNamespacePrefix()>()""];
	""24"" [label=""return $stack7""];
	""25"" [label=""specialinvoke $stack7.<org.apache.commons.jxpath.ri.QName: void <init>(java.lang.String,java.lang.String)>(ns, ln)""];
	""26"" [label=""this := @this: org.apache.commons.jxpath.ri.model.jdom.JDOMNodePointer""];
	""1"" -> ""2""[label=""cfg_next""];
	""10"" -> ""25""[label=""cfg_next""];
	""11"" -> ""12""[label=""cfg_next""];
	""12"" -> ""20""[label=""cfg_next""];
	""13"" -> ""10""[label=""cfg_goto""];
	""14"" -> ""22""[label=""cfg_false""];
	""14"" -> ""3""[label=""cfg_true""];
	""15"" -> ""1""[label=""cfg_false""];
	""15"" -> ""8""[label=""cfg_true""];
	""16"" -> ""10""[label=""cfg_true""];
	""16"" -> ""11""[label=""cfg_false""];
	""17"" -> ""3""[label=""cfg_true""];
	""17"" -> ""5""[label=""cfg_false""];
	""18"" -> ""6""[label=""cfg_next""];
	""19"" -> ""13""[label=""cfg_next""];
	""2"" -> ""23""[label=""cfg_next""];
	""20"" -> ""10""[label=""cfg_next""];
	""21"" -> ""18""[label=""cfg_next""];
	""22"" -> ""3""[label=""cfg_next""];
	""23"" -> ""17""[label=""cfg_next""];
	""25"" -> ""24""[label=""cfg_next""];
	""26"" -> ""21""[label=""cfg_next""];
	""3"" -> ""4""[label=""cfg_next""];
	""4"" -> ""19""[label=""cfg_next""];
	""5"" -> ""14""[label=""cfg_next""];
	""6"" -> ""7""[label=""cfg_next""];
	""7"" -> ""15""[label=""cfg_next""];
	""8"" -> ""9""[label=""cfg_next""];
	""9"" -> ""16""[label=""cfg_next""];
}
"
